type,etablissement,norme,operationnel,detenus,date,densite,dir_interregionale
qMA,Mont-de-Marsan,333,333,277,2016-02-01,83.18318318318319,Bordeaux
qMA,Poitiers-Vivonne,305,305,326,2016-02-01,106.88524590163935,Bordeaux
CD,Bédenac,194,194,152,2016-02-01,78.35051546391753,Bordeaux
CD,Eysses,294,245,144,2016-02-01,58.77551020408164,Bordeaux
CD,Mauzac,369,369,322,2016-02-01,87.26287262872629,Bordeaux
CD,Neuvic,399,399,326,2016-02-01,81.70426065162907,Bordeaux
CD,Uzerche,594,590,474,2016-02-01,80.33898305084746,Bordeaux
qCD,Mont-de-Marsan,368,368,323,2016-02-01,87.77173913043478,Bordeaux
qCD,Poitiers-Vivonne,271,271,265,2016-02-01,97.7859778597786,Bordeaux
MC,Saint-Martin-de-Ré,478,460,375,2016-02-01,81.52173913043478,Bordeaux
qCPA,Bordeaux Gradignan,82,82,66,2016-02-01,80.48780487804879,Bordeaux
qCPA,Poitiers-Vivonne,27,27,8,2016-02-01,29.629629629629626,Bordeaux
qCSL,Mont-de-Marsan,19,19,4,2016-02-01,21.052631578947366,Bordeaux
qCSL,Poitiers-Vivonne,30,30,8,2016-02-01,26.666666666666668,Bordeaux
MA,Auxerre,101,100,157,2016-02-01,157,Dijon
MA,Blois,114,114,117,2016-02-01,102.63157894736842,Dijon
MA,Bourges,116,116,99,2016-02-01,85.34482758620689,Dijon
MA,Châlons-en-Champagne,313,313,298,2016-02-01,95.2076677316294,Dijon
MA,Charleville-Mézières,59,59,52,2016-02-01,88.13559322033898,Dijon
MA,Chaumont,78,78,116,2016-02-01,148.71794871794873,Dijon
MA,Dijon,186,186,233,2016-02-01,125.26881720430107,Dijon
MA,Nevers,118,118,99,2016-02-01,83.89830508474576,Dijon
MA,Reims,154,154,160,2016-02-01,103.89610389610388,Dijon
MA,Tours,145,145,207,2016-02-01,142.75862068965517,Dijon
MA,Troyes,114,114,175,2016-02-01,153.50877192982458,Dijon
qMA,Châteauroux,105,105,111,2016-02-01,105.71428571428572,Dijon
qMA,Orléans-Saran,531,531,519,2016-02-01,97.74011299435028,Dijon
qMA,Varennes-le-Grand,193,193,271,2016-02-01,140.41450777202073,Dijon
CD,Châteaudun,597,597,449,2016-02-01,75.20938023450586,Dijon
CD,Joux-la-Ville,602,602,530,2016-02-01,88.03986710963456,Dijon
CD,Villenauxe-la-Grande,606,606,414,2016-02-01,68.31683168316832,Dijon
qCD,Châteauroux,270,254,217,2016-02-01,85.43307086614173,Dijon
qCD,Orléans-Saran,217,210,196,2016-02-01,93.33333333333333,Dijon
qCD,Varennes-le-Grand,191,191,157,2016-02-01,82.19895287958116,Dijon
MC,Clairvaux,198,198,130,2016-02-01,65.65656565656566,Dijon
MC,Saint Maur,337,260,184,2016-02-01,70.76923076923077,Dijon
CSL,Montargis,20,20,12,2016-02-01,60,Dijon
qCSL,Orléans-Saran,60,60,36,2016-02-01,60,Dijon
MA,Amiens,307,307,472,2016-02-01,153.7459283387622,Lille
MA,Arras,209,209,200,2016-02-01,95.69377990430623,Lille
MA,Béthune,180,180,327,2016-02-01,181.66666666666666,Lille
MA,Douai,384,368,474,2016-02-01,128.80434782608697,Lille
MA,Dunkerque,105,105,108,2016-02-01,102.85714285714285,Lille
MA,Evreux,162,162,275,2016-02-01,169.7530864197531,Lille
MA,Rouen,649,649,522,2016-02-01,80.43143297380585,Lille
MA,Valenciennes,222,222,315,2016-02-01,141.89189189189187,Lille
qMA,Beauvais,585,518,168,2016-02-01,32.432432432432435,Lille
qMA,Laon,189,189,327,2016-02-01,173.015873015873,Lille
qMA,Le Havre,298,297,251,2016-02-01,84.51178451178451,Lille
qMA,Liancourt,231,231,317,2016-02-01,137.22943722943722,Lille
qMA,Lille-Annoeullin,477,477,469,2016-02-01,98.32285115303984,Lille
qMA,Longuenesse,193,193,327,2016-02-01,169.4300518134715,Lille
qMA,Maubeuge,201,201,197,2016-02-01,98.00995024875621,Lille
qMA,Lille-Loos-Séquedin (Lille-Séquedin),584,584,818,2016-02-01,140.06849315068493,Lille
CD,Bapaume,599,599,531,2016-02-01,88.64774624373956,Lille
CD,Val-de-Reuil,819,780,726,2016-02-01,93.07692307692308,Lille
qCD,Château-Thierry,29,29,14,2016-02-01,48.275862068965516,Lille
qCD,Laon,199,199,174,2016-02-01,87.43718592964824,Lille
qCD,Le Havre,392,391,327,2016-02-01,83.63171355498721,Lille
qCD,Liancourt,383,383,367,2016-02-01,95.822454308094,Lille
qCD,Lille-Annoeullin,209,209,199,2016-02-01,95.21531100478468,Lille
qCD,Longuenesse,399,374,328,2016-02-01,87.70053475935828,Lille
qCD,Maubeuge,199,193,184,2016-02-01,95.33678756476684,Lille
qCD,Vendin Le Vieil,33,0,3,2016-02-01,Inf,Lille
qMC,Château-Thierry,101,101,75,2016-02-01,74.25742574257426,Lille
qMC,Vendin Le Vieil,203,135,78,2016-02-01,57.77777777777777,Lille
qCPA,Longuenesse,96,96,45,2016-02-01,46.875,Lille
qCSL,Beauvais,30,30,13,2016-02-01,43.333333333333336,Lille
qCSL,Lille-Loos-Séquedin (Haubourdin),60,60,24,2016-02-01,40,Lille
EPM,Quiévrechain,60,59,38,2016-02-01,64.40677966101694,Lille
qCNE,Lille-Loos-Séquedin,33,30,23,2016-02-01,76.66666666666667,Lille
MA,Aurillac,72,72,56,2016-02-01,77.77777777777779,Lyon
MA,Bonneville,187,187,208,2016-02-01,111.22994652406418,Lyon
MA,Chambéry,93,93,129,2016-02-01,138.70967741935485,Lyon
MA,Grenoble,232,232,337,2016-02-01,145.25862068965517,Lyon
MA,Le-Puy-en-Velay,36,36,52,2016-02-01,144.44444444444443,Lyon
MA,Lyon Corbas,688,658,900,2016-02-01,136.77811550151975,Lyon
MA,Montluçon,21,21,31,2016-02-01,147.61904761904762,Lyon
MA,Privas,62,62,74,2016-02-01,119.35483870967742,Lyon
MA,Saint Etienne-la-Talaudière,327,327,387,2016-02-01,118.34862385321101,Lyon
MA,Villefranche-sur-Saône,634,634,654,2016-02-01,103.15457413249212,Lyon
qMA,Aiton,227,227,258,2016-02-01,113.65638766519824,Lyon
qMA,Bourg-en-Bresse,388,388,403,2016-02-01,103.86597938144331,Lyon
qMA,Moulins Yzeure,136,116,170,2016-02-01,146.55172413793102,Lyon
qMA,Riom,384,384,119,2016-02-01,30.989583333333332,Lyon
qMA,Saint-Quentin-Fallavier,237,237,297,2016-02-01,125.31645569620254,Lyon
qMA,Valence,344,344,262,2016-02-01,76.16279069767442,Lyon
CD,Roanne,599,599,497,2016-02-01,82.97161936560936,Lyon
qCD,Aiton,200,200,187,2016-02-01,93.5,Lyon
qCD,Bourg-en-Bresse,300,300,261,2016-02-01,87,Lyon
qCD,Riom,164,164,124,2016-02-01,75.60975609756098,Lyon
qCD,Saint-Quentin-Fallavier,192,192,184,2016-02-01,95.83333333333334,Lyon
qMC,Moulins Yzeure,123,123,112,2016-02-01,91.05691056910568,Lyon
qMC,Valence,128,63,14,2016-02-01,22.22222222222222,Lyon
CSL,Grenoble,36,36,25,2016-02-01,69.44444444444444,Lyon
CSL,Lyon,100,100,73,2016-02-01,73,Lyon
qCSL,Bourg-en-Bresse,40,40,25,2016-02-01,62.5,Lyon
qCSL,Riom,20,20,6,2016-02-01,30,Lyon
EPM,Rhône,60,50,37,2016-02-01,74,Lyon
MA,Ajaccio,53,53,65,2016-02-01,122.64150943396226,Marseille
MA,Digne,35,35,39,2016-02-01,111.42857142857143,Marseille
MA,Gap,37,37,37,2016-02-01,100,Marseille
MA,Grasse,574,574,856,2016-02-01,149.12891986062718,Marseille
MA,Nice,363,363,675,2016-02-01,185.9504132231405,Marseille
qMA,Aix-Luynes,586,586,929,2016-02-01,158.53242320819112,Marseille
qMA,Avignon le Pontet,394,394,689,2016-02-01,174.87309644670052,Marseille
qMA,Borgo,183,183,203,2016-02-01,110.92896174863387,Marseille
qMA,Marseille-Les-Baumettes,1196,1196,1657,2016-02-01,138.54515050167225,Marseille
qMA,Toulon-la-Farlède,394,394,704,2016-02-01,178.6802030456853,Marseille
CD,Casabianda,194,194,124,2016-02-01,63.91752577319587,Marseille
CD,Salon-de-Provence,650,650,611,2016-02-01,94,Marseille
CD,Tarascon,651,650,632,2016-02-01,97.23076923076923,Marseille
qCD,Avignon le Pontet,180,180,173,2016-02-01,96.11111111111111,Marseille
qCD,Borgo,48,48,35,2016-02-01,72.91666666666666,Marseille
qCD,Marseille-Les-Baumettes,38,0,0,2016-02-01,NA,Marseille
qCD,Toulon-la-Farlède,191,191,189,2016-02-01,98.95287958115183,Marseille
MC,Arles,160,157,125,2016-02-01,79.61783439490446,Marseille
qCPA,Aix-Luynes,82,82,51,2016-02-01,62.19512195121951,Marseille
qCPA,Marseille-Les-Baumettes,24,24,47,2016-02-01,195.83333333333331,Marseille
qCSL,Avignon le Pontet,51,51,43,2016-02-01,84.31372549019608,Marseille
qCSL,Toulon-la-Farlède,41,41,25,2016-02-01,60.97560975609756,Marseille
EPM,Marseille,59,59,49,2016-02-01,83.05084745762711,Marseille
MA,Bois d'Arcy,503,503,856,2016-02-01,170.17892644135188,Paris
MA,Fleury-Mérogis,2857,2857,4267,2016-02-01,149.35246762338116,Paris
MA,Nanterre,592,592,1055,2016-02-01,178.20945945945945,Paris
MA,Osny-Pontoise,579,579,876,2016-02-01,151.29533678756476,Paris
MA,Versailles,138,138,116,2016-02-01,84.05797101449275,Paris
MA,Villepinte,587,587,992,2016-02-01,168.99488926746167,Paris
qMA,Fresnes (**),1408,1408,2478,2016-02-01,175.9943181818182,Paris
qMA,Meaux-Chauconin,385,385,704,2016-02-01,182.85714285714286,Paris
CD,Melun,310,308,287,2016-02-01,93.18181818181817,Paris
qCD,Meaux-Chauconin,192,192,166,2016-02-01,86.45833333333334,Paris
qCD,Sud Francilien,537,537,453,2016-02-01,84.35754189944134,Paris
MC,Poissy,287,245,222,2016-02-01,90.61224489795919,Paris
qMC,Sud Francilien,28,28,22,2016-02-01,78.57142857142857,Paris
qCPA,Fresnes (Villejuif),116,116,117,2016-02-01,100.86206896551724,Paris
qCPA,Meaux-Chauconin,60,60,68,2016-02-01,113.33333333333333,Paris
CSL,Corbeil,77,77,85,2016-02-01,110.3896103896104,Paris
CSL,Gagny,48,48,83,2016-02-01,172.91666666666669,Paris
CSL,Melun,43,43,29,2016-02-01,67.44186046511628,Paris
CSL,Paris-La-Santé,51,51,93,2016-02-01,182.35294117647058,Paris
qCSL,Fresnes (Villejuif),27,27,15,2016-02-01,55.55555555555556,Paris
EPM,Porcheville,60,60,54,2016-02-01,90,Paris
qCNE,Fresnes (**),56,56,30,2016-02-01,53.57142857142857,Paris
qCNE,Sud Francilien,231,231,150,2016-02-01,64.93506493506493,Paris
MA,Angers,266,266,362,2016-02-01,136.09022556390977,Rennes
MA,Brest,254,234,284,2016-02-01,121.36752136752136,Rennes
MA,Caen,269,269,432,2016-02-01,160.59479553903347,Rennes
MA,Cherbourg,46,46,71,2016-02-01,154.34782608695653,Rennes
MA,Coutances,48,48,71,2016-02-01,147.91666666666669,Rennes
MA,Fontenay-le-Comte,39,39,67,2016-02-01,171.7948717948718,Rennes
MA,La Roche-sur-Yon,39,39,84,2016-02-01,215.3846153846154,Rennes
MA,Laval,71,71,109,2016-02-01,153.52112676056336,Rennes
MA,Le Mans-Croisettes,399,399,477,2016-02-01,119.54887218045114,Rennes
MA,Saint Malo,92,92,123,2016-02-01,133.69565217391303,Rennes
MA,Saint-Brieuc,85,85,164,2016-02-01,192.94117647058823,Rennes
MA,Vannes,52,52,87,2016-02-01,167.30769230769232,Rennes
qMA,Caen,6,6,5,2016-02-01,83.33333333333334,Rennes
qMA,Lorient-Ploemeur,187,187,279,2016-02-01,149.19786096256684,Rennes
qMA,Nantes,570,570,695,2016-02-01,121.9298245614035,Rennes
qMA,Rennes,57,57,46,2016-02-01,80.7017543859649,Rennes
qMA,Rennes-Vezin,477,477,653,2016-02-01,136.8972746331237,Rennes
CD,Argentan,638,638,526,2016-02-01,82.44514106583071,Rennes
qCD,Caen,434,425,328,2016-02-01,77.17647058823529,Rennes
qCD,Lorient-Ploemeur,40,40,38,2016-02-01,95,Rennes
qCD,Nantes,524,460,406,2016-02-01,88.26086956521739,Rennes
qCD,Rennes,231,231,167,2016-02-01,72.2943722943723,Rennes
qCD,Rennes-Vezin,209,209,194,2016-02-01,92.82296650717703,Rennes
qMC,Alençon-Condé-sur-Sarthe,203,203,93,2016-02-01,45.812807881773395,Rennes
qCPA,Alençon-Condé-sur-Sarthe,45,45,13,2016-02-01,28.888888888888886,Rennes
qCSL,Caen,50,50,24,2016-02-01,48,Rennes
qCSL,Nantes,36,36,30,2016-02-01,83.33333333333334,Rennes
qCSL,Rennes-Vezin,26,26,8,2016-02-01,30.76923076923077,Rennes
EPM,Orvault,59,55,30,2016-02-01,54.54545454545454,Rennes
MA,Bar-le-Duc,80,80,91,2016-02-01,113.75,Strasbourg
MA,Belfort,39,39,46,2016-02-01,117.94871794871796,Strasbourg
MA,Besançon,275,275,317,2016-02-01,115.27272727272728,Strasbourg
MA,Colmar,120,120,170,2016-02-01,141.66666666666669,Strasbourg
MA,Epinal,294,294,287,2016-02-01,97.61904761904762,Strasbourg
MA,Lons-le-Saunier,39,39,65,2016-02-01,166.66666666666669,Strasbourg
MA,Montbéliard,41,41,51,2016-02-01,124.39024390243902,Strasbourg
MA,Mulhouse,283,283,420,2016-02-01,148.40989399293287,Strasbourg
MA,Sarreguemines,71,67,104,2016-02-01,155.22388059701493,Strasbourg
MA,Strasbourg,445,445,714,2016-02-01,160.4494382022472,Strasbourg
MA,Vesoul,50,40,43,2016-02-01,107.5,Strasbourg
qMA,Metz-Queuleu,404,364,575,2016-02-01,157.96703296703296,Strasbourg
qMA,Nancy Maxéville,453,453,611,2016-02-01,134.878587196468,Strasbourg
CD,Ecrouves,269,269,233,2016-02-01,86.61710037174721,Strasbourg
CD,Montmédy,343,343,262,2016-02-01,76.38483965014578,Strasbourg
CD,Oermingen,268,263,221,2016-02-01,84.03041825095056,Strasbourg
CD,Saint-Mihiel,400,400,348,2016-02-01,87,Strasbourg
CD,Toul,427,427,410,2016-02-01,96.01873536299766,Strasbourg
qCD,Nancy Maxéville,240,240,214,2016-02-01,89.16666666666667,Strasbourg
MC,Ensisheim,215,200,191,2016-02-01,95.5,Strasbourg
qCPA,Metz-Queuleu,77,77,52,2016-02-01,67.53246753246754,Strasbourg
CSL,Besançon,23,23,12,2016-02-01,52.17391304347826,Strasbourg
CSL,Briey,25,25,16,2016-02-01,64,Strasbourg
CSL,Maxéville,56,56,21,2016-02-01,37.5,Strasbourg
CSL,Souffelweyersheim,53,53,33,2016-02-01,62.264150943396224,Strasbourg
MA,Albi,105,105,144,2016-02-01,137.14285714285714,Toulouse
MA,Carcassonne,64,64,119,2016-02-01,185.9375,Toulouse
MA,Foix,66,64,112,2016-02-01,175,Toulouse
MA,Mende,49,49,71,2016-02-01,144.89795918367346,Toulouse
MA,Montauban,144,144,197,2016-02-01,136.80555555555557,Toulouse
MA,Nîmes,192,192,401,2016-02-01,208.85416666666666,Toulouse
MA,Rodez,100,99,105,2016-02-01,106.06060606060606,Toulouse
MA,Tarbes,72,72,114,2016-02-01,158.33333333333331,Toulouse
qMA,Béziers,416,416,517,2016-02-01,124.27884615384615,Toulouse
qMA,Perpignan,196,196,354,2016-02-01,180.6122448979592,Toulouse
qMA,Toulouse-Seysses,655,655,961,2016-02-01,146.7175572519084,Toulouse
qMA,Villeneuve-lès-Maguelone,599,599,853,2016-02-01,142.40400667779633,Toulouse
CD,Muret,660,623,546,2016-02-01,87.64044943820225,Toulouse
CD,Saint-Sulpice-la-Pointe,102,102,86,2016-02-01,84.31372549019608,Toulouse
qCD,Béziers,393,393,374,2016-02-01,95.16539440203562,Toulouse
qCD,Lannemezan,20,10,4,2016-02-01,40,Toulouse
qCD,Perpignan,333,333,340,2016-02-01,102.10210210210211,Toulouse
qMC,Lannemezan,212,162,119,2016-02-01,73.4567901234568,Toulouse
qCSL,Toulouse-Seysses,101,52,26,2016-02-01,50,Toulouse
qCSL,Villeneuve-lès-Maguelone,24,24,17,2016-02-01,70.83333333333334,Toulouse
EPM,Lavaur,59,59,37,2016-02-01,62.71186440677966,Toulouse
MA,Basse-Terre,130,130,215,2016-02-01,165.3846153846154,Outre-Mer
qMA,Baie-Mahault,266,266,518,2016-02-01,194.73684210526315,Outre-Mer
qMA,Ducos,211,211,486,2016-02-01,230.33175355450237,Outre-Mer
qMA,Guyane (Remiré Montjoly),310,310,487,2016-02-01,157.09677419354838,Outre-Mer
MA,Saint-Pierre,115,115,147,2016-02-01,127.82608695652173,Outre-Mer
qMA,Saint-Denis,558,558,502,2016-02-01,89.96415770609319,Outre-Mer
qMA,Saint-Pierre-et-Miquelon,7,7,4,2016-02-01,57.14285714285714,Outre-Mer
qMA,Majicavo,126,126,103,2016-02-01,81.74603174603175,Outre-Mer
MA,Mata Utu,3,3,7,2016-02-01,233.33333333333334,Outre-Mer
qMA,Faa'a Nuutania,54,54,166,2016-02-01,307.4074074074074,Outre-Mer
qMA,Nouméa,184,184,201,2016-02-01,109.23913043478262,Outre-Mer
qCD,Baie-Mahault,238,238,232,2016-02-01,97.47899159663865,Outre-Mer
qCD,Ducos,358,358,510,2016-02-01,142.45810055865923,Outre-Mer
qCD,Guyane (Remiré Montjoly),304,304,344,2016-02-01,113.1578947368421,Outre-Mer
CD,Le Port (Plaine les Galets),507,507,438,2016-02-01,86.3905325443787,Outre-Mer
qCD,Saint-Denis,17,17,14,2016-02-01,82.35294117647058,Outre-Mer
qCD,Saint-Pierre-et-Miquelon,4,4,2,2016-02-01,50,Outre-Mer
qCD,Majicavo,152,152,98,2016-02-01,64.47368421052632,Outre-Mer
CD,Taiohae,5,5,2,2016-02-01,40,Outre-Mer
CD,Uturoa-Raiatea,20,20,10,2016-02-01,50,Outre-Mer
qCD,Faa'a Nuutania,111,111,280,2016-02-01,252.25225225225225,Outre-Mer
qCD,Nouméa,218,218,240,2016-02-01,110.09174311926606,Outre-Mer
MA,Agen,147,127,136,2016-01-01,107.08661417322836,Bordeaux
MA,Angoulême,238,227,174,2016-01-01,76.65198237885463,Bordeaux
MA,Bayonne,75,75,127,2016-01-01,169.33333333333334,Bordeaux
MA,Guéret,37,29,36,2016-01-01,124.13793103448276,Bordeaux
MA,Limoges,83,83,111,2016-01-01,133.73493975903614,Bordeaux
MA,Niort,66,66,92,2016-01-01,139.3939393939394,Bordeaux
MA,Pau,255,250,159,2016-01-01,63.6,Bordeaux
MA,Périgueux,91,91,105,2016-01-01,115.38461538461537,Bordeaux
MA,Rochefort,52,52,76,2016-01-01,146.15384615384613,Bordeaux
MA,Saintes,85,84,98,2016-01-01,116.66666666666667,Bordeaux
MA,Tulle,47,47,53,2016-01-01,112.7659574468085,Bordeaux
qMA,Bordeaux Gradignan,354,323,537,2016-01-01,166.25386996904027,Bordeaux
qMA,Mont-de-Marsan,333,333,290,2016-01-01,87.08708708708708,Bordeaux
qMA,Poitiers-Vivonne,305,305,321,2016-01-01,105.24590163934427,Bordeaux
CD,Bédenac,194,194,150,2016-01-01,77.31958762886599,Bordeaux
CD,Eysses,294,245,154,2016-01-01,62.857142857142854,Bordeaux
CD,Mauzac,369,369,328,2016-01-01,88.88888888888889,Bordeaux
CD,Neuvic,399,399,326,2016-01-01,81.70426065162907,Bordeaux
CD,Uzerche,594,590,466,2016-01-01,78.98305084745762,Bordeaux
qCD,Mont-de-Marsan,368,368,329,2016-01-01,89.40217391304348,Bordeaux
qCD,Poitiers-Vivonne,271,271,264,2016-01-01,97.41697416974169,Bordeaux
MC,Saint-Martin-de-Ré,478,460,374,2016-01-01,81.30434782608695,Bordeaux
qCPA,Bordeaux Gradignan,82,82,45,2016-01-01,54.87804878048781,Bordeaux
qCPA,Poitiers-Vivonne,27,27,8,2016-01-01,29.629629629629626,Bordeaux
qCSL,Mont-de-Marsan,19,19,5,2016-01-01,26.31578947368421,Bordeaux
qCSL,Poitiers-Vivonne,30,30,7,2016-01-01,23.333333333333332,Bordeaux
MA,Auxerre,101,100,165,2016-01-01,165,Dijon
MA,Blois,114,114,116,2016-01-01,101.75438596491229,Dijon
MA,Bourges,116,116,99,2016-01-01,85.34482758620689,Dijon
MA,Châlons-en-Champagne,313,313,303,2016-01-01,96.80511182108627,Dijon
MA,Charleville-Mézières,59,59,49,2016-01-01,83.05084745762711,Dijon
MA,Chaumont,78,78,112,2016-01-01,143.5897435897436,Dijon
MA,Dijon,186,186,222,2016-01-01,119.35483870967742,Dijon
MA,Nevers,118,118,101,2016-01-01,85.59322033898306,Dijon
MA,Reims,154,154,164,2016-01-01,106.49350649350649,Dijon
MA,Tours,145,145,193,2016-01-01,133.10344827586206,Dijon
MA,Troyes,114,114,170,2016-01-01,149.12280701754386,Dijon
qMA,Châteauroux,105,105,114,2016-01-01,108.57142857142857,Dijon
qMA,Orléans-Saran,531,531,509,2016-01-01,95.85687382297552,Dijon
qMA,Varennes-le-Grand,193,193,265,2016-01-01,137.30569948186528,Dijon
CD,Châteaudun,597,597,453,2016-01-01,75.87939698492463,Dijon
CD,Joux-la-Ville,602,602,537,2016-01-01,89.20265780730897,Dijon
CD,Villenauxe-la-Grande,606,606,422,2016-01-01,69.63696369636963,Dijon
qCD,Châteauroux,270,254,216,2016-01-01,85.03937007874016,Dijon
qCD,Orléans-Saran,217,210,194,2016-01-01,92.38095238095238,Dijon
qCD,Varennes-le-Grand,191,191,164,2016-01-01,85.86387434554975,Dijon
MC,Clairvaux,198,198,132,2016-01-01,66.66666666666666,Dijon
MC,Saint Maur,337,260,184,2016-01-01,70.76923076923077,Dijon
CSL,Montargis,20,20,9,2016-01-01,45,Dijon
qCSL,Orléans-Saran,60,60,33,2016-01-01,55.00000000000001,Dijon
MA,Amiens,307,307,451,2016-01-01,146.90553745928338,Lille
MA,Arras,209,209,195,2016-01-01,93.30143540669856,Lille
MA,Béthune,180,160,302,2016-01-01,188.75,Lille
MA,Douai,384,368,452,2016-01-01,122.82608695652173,Lille
MA,Dunkerque,105,105,103,2016-01-01,98.09523809523809,Lille
MA,Evreux,162,162,246,2016-01-01,151.85185185185185,Lille
MA,Rouen,649,649,523,2016-01-01,80.58551617873651,Lille
MA,Valenciennes,222,222,315,2016-01-01,141.89189189189187,Lille
qMA,Beauvais,585,585,155,2016-01-01,26.495726495726498,Lille
qMA,Laon,189,189,325,2016-01-01,171.95767195767195,Lille
qMA,Le Havre,298,297,258,2016-01-01,86.86868686868688,Lille
qMA,Liancourt,231,231,325,2016-01-01,140.69264069264068,Lille
qMA,Lille-Annoeullin,449,449,470,2016-01-01,104.67706013363029,Lille
qMA,Longuenesse,193,193,324,2016-01-01,167.87564766839378,Lille
qMA,Maubeuge,201,201,202,2016-01-01,100.49751243781095,Lille
qMA,Lille-Loos-Séquedin (Lille-Séquedin),584,584,848,2016-01-01,145.2054794520548,Lille
CD,Bapaume,599,599,524,2016-01-01,87.47913188647746,Lille
CD,Val-de-Reuil,819,780,741,2016-01-01,95,Lille
qCD,Château-Thierry,29,29,16,2016-01-01,55.172413793103445,Lille
qCD,Laon,199,199,177,2016-01-01,88.94472361809045,Lille
qCD,Le Havre,392,391,330,2016-01-01,84.39897698209718,Lille
qCD,Liancourt,383,383,365,2016-01-01,95.30026109660574,Lille
qCD,Lille-Annoeullin,209,209,198,2016-01-01,94.73684210526315,Lille
qCD,Longuenesse,399,374,333,2016-01-01,89.03743315508021,Lille
qCD,Maubeuge,199,193,182,2016-01-01,94.30051813471503,Lille
qCD,Vendin Le Vieil,33,0,2,2016-01-01,Inf,Lille
qMC,Château-Thierry,101,101,75,2016-01-01,74.25742574257426,Lille
qMC,Lille-Annoeullin,28,28,4,2016-01-01,14.285714285714285,Lille
qMC,Vendin Le Vieil,203,135,77,2016-01-01,57.03703703703704,Lille
qCPA,Longuenesse,96,96,37,2016-01-01,38.54166666666667,Lille
qCSL,Beauvais,30,30,11,2016-01-01,36.666666666666664,Lille
qCSL,Lille-Loos-Séquedin (Haubourdin),60,60,21,2016-01-01,35,Lille
EPM,Quiévrechain,60,59,47,2016-01-01,79.66101694915254,Lille
qCNE,Lille-Loos-Séquedin,33,30,2,2016-01-01,6.666666666666667,Lille
MA,Aurillac,72,72,56,2016-01-01,77.77777777777779,Lyon
MA,Bonneville,187,187,212,2016-01-01,113.36898395721926,Lyon
MA,Chambéry,93,93,127,2016-01-01,136.55913978494624,Lyon
MA,Grenoble,232,232,339,2016-01-01,146.1206896551724,Lyon
MA,Le-Puy-en-Velay,36,36,58,2016-01-01,161.11111111111111,Lyon
MA,Lyon Corbas,688,658,872,2016-01-01,132.52279635258358,Lyon
MA,Montluçon,21,21,32,2016-01-01,152.38095238095238,Lyon
MA,Privas,62,62,74,2016-01-01,119.35483870967742,Lyon
MA,Riom,141,141,137,2016-01-01,97.16312056737588,Lyon
MA,Saint Etienne-la-Talaudière,327,327,384,2016-01-01,117.43119266055047,Lyon
MA,Villefranche-sur-Saône,634,634,672,2016-01-01,105.99369085173502,Lyon
qMA,Aiton,227,227,268,2016-01-01,118.06167400881058,Lyon
qMA,Bourg-en-Bresse,388,388,405,2016-01-01,104.38144329896907,Lyon
qMA,Moulins Yzeure,136,116,156,2016-01-01,134.48275862068965,Lyon
qMA,Saint-Quentin-Fallavier,237,237,302,2016-01-01,127.42616033755274,Lyon
qMA,Valence,344,344,223,2016-01-01,64.82558139534885,Lyon
CD,Riom,163,163,128,2016-01-01,78.52760736196319,Lyon
CD,Roanne,599,599,505,2016-01-01,84.30717863105176,Lyon
qCD,Aiton,200,200,179,2016-01-01,89.5,Lyon
qCD,Bourg-en-Bresse,300,300,260,2016-01-01,86.66666666666667,Lyon
qCD,Saint-Quentin-Fallavier,192,192,190,2016-01-01,98.95833333333334,Lyon
qMC,Moulins Yzeure,123,123,109,2016-01-01,88.6178861788618,Lyon
qMC,Valence,128,63,0,2016-01-01,0,Lyon
CSL,Grenoble,36,36,20,2016-01-01,55.55555555555556,Lyon
CSL,Lyon,100,100,65,2016-01-01,65,Lyon
qCSL,Bourg-en-Bresse,40,40,26,2016-01-01,65,Lyon
EPM,Rhône,60,60,39,2016-01-01,65,Lyon
MA,Ajaccio,53,53,69,2016-01-01,130.18867924528303,Marseille
MA,Digne,35,35,40,2016-01-01,114.28571428571428,Marseille
MA,Gap,37,37,40,2016-01-01,108.10810810810811,Marseille
MA,Grasse,574,574,845,2016-01-01,147.21254355400697,Marseille
MA,Nice,363,363,634,2016-01-01,174.6556473829201,Marseille
qMA,Aix-Luynes,612,612,898,2016-01-01,146.73202614379085,Marseille
qMA,Avignon le Pontet,394,394,661,2016-01-01,167.76649746192894,Marseille
qMA,Borgo,183,183,203,2016-01-01,110.92896174863387,Marseille
qMA,Marseille-Les-Baumettes,1196,1196,1721,2016-01-01,143.8963210702341,Marseille
qMA,Toulon-la-Farlède,394,394,699,2016-01-01,177.41116751269035,Marseille
CD,Casabianda,194,194,128,2016-01-01,65.97938144329896,Marseille
CD,Salon-de-Provence,650,650,614,2016-01-01,94.46153846153847,Marseille
CD,Tarascon,651,650,611,2016-01-01,94,Marseille
qCD,Avignon le Pontet,180,180,174,2016-01-01,96.66666666666667,Marseille
qCD,Borgo,48,48,35,2016-01-01,72.91666666666666,Marseille
qCD,Marseille-Les-Baumettes,38,0,0,2016-01-01,NA,Marseille
qCD,Toulon-la-Farlède,191,191,190,2016-01-01,99.47643979057592,Marseille
MC,Arles,160,157,125,2016-01-01,79.61783439490446,Marseille
qCPA,Aix-Luynes,82,82,49,2016-01-01,59.756097560975604,Marseille
qCPA,Marseille-Les-Baumettes,24,24,47,2016-01-01,195.83333333333331,Marseille
